Week_end,Indicator,High_industry,Value
2020-07-05,Weekly earnings - median - 20 days,B Goods Producing,1116
2020-07-05,Weekly earnings - median - 20 days,C Services,973.35
2020-07-05,Weekly earnings - median - 20 days,Z No Match,638.21
2020-07-05,Weekly earnings - upper quartile - 20 days,Total,1424.8
2020-07-05,Weekly earnings - upper quartile - 20 days,A Primary,1251.92
2020-07-05,Weekly earnings - upper quartile - 20 days,B Goods Producing,1460.74
2020-07-05,Weekly earnings - upper quartile - 20 days,C Services,1442
2020-07-05,Weekly earnings - upper quartile - 20 days,Z No Match,928.76
2020-07-05,Weekly earnings - lower quartile - 20 days,Total,630
2020-07-05,Weekly earnings - lower quartile - 20 days,A Primary,633.21
2020-07-05,Weekly earnings - lower quartile - 20 days,B Goods Producing,851.85
2020-07-05,Weekly earnings - lower quartile - 20 days,C Services,585.8
2020-07-05,Weekly earnings - lower quartile - 20 days,Z No Match,389.25
2020-07-12,Number of paid jobs - 20 days,Total,1919450
2020-07-12,Number of paid jobs - 20 days,A Primary,78600
2020-07-12,Number of paid jobs - 20 days,B Goods Producing,350210
2020-07-12,Number of paid jobs - 20 days,C Services,1444620
2020-07-12,Number of paid jobs - 20 days,Z No Match,46020
2020-07-12,Weekly earnings - median - 20 days,Total,1000
2020-07-12,Weekly earnings - median - 20 days,A Primary,955.77
2020-07-12,Weekly earnings - median - 20 days,B Goods Producing,1115.38
2020-07-12,Weekly earnings - median - 20 days,C Services,980.77
2020-07-12,Weekly earnings - median - 20 days,Z No Match,640.13
2020-07-12,Weekly earnings - upper quartile - 20 days,Total,1427
2020-07-12,Weekly earnings - upper quartile - 20 days,A Primary,1253.85
2020-07-12,Weekly earnings - upper quartile - 20 days,B Goods Producing,1458
2020-07-12,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2020-07-12,Weekly earnings - upper quartile - 20 days,Z No Match,928.22
2020-07-12,Weekly earnings - lower quartile - 20 days,Total,642.6
2020-07-12,Weekly earnings - lower quartile - 20 days,A Primary,643.66
2020-07-12,Weekly earnings - lower quartile - 20 days,B Goods Producing,851.08
2020-07-12,Weekly earnings - lower quartile - 20 days,C Services,597.91
2020-07-12,Weekly earnings - lower quartile - 20 days,Z No Match,399.16
2020-07-19,Number of paid jobs - 20 days,Total,1926450
2020-07-19,Number of paid jobs - 20 days,A Primary,78420
2020-07-19,Number of paid jobs - 20 days,B Goods Producing,350200
2020-07-19,Number of paid jobs - 20 days,C Services,1451300
2020-07-19,Number of paid jobs - 20 days,Z No Match,46540
2020-07-19,Weekly earnings - median - 20 days,Total,1000
2020-07-19,Weekly earnings - median - 20 days,A Primary,942.31
2020-07-19,Weekly earnings - median - 20 days,B Goods Producing,1118.75
2020-07-19,Weekly earnings - median - 20 days,C Services,985.24
2020-07-19,Weekly earnings - median - 20 days,Z No Match,637.42
2020-07-19,Weekly earnings - upper quartile - 20 days,Total,1437.65
2020-07-19,Weekly earnings - upper quartile - 20 days,A Primary,1250
2020-07-19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1461.75
2020-07-19,Weekly earnings - upper quartile - 20 days,C Services,1450.76
2020-07-19,Weekly earnings - upper quartile - 20 days,Z No Match,924.88
2020-07-19,Weekly earnings - lower quartile - 20 days,Total,639.63
2020-07-19,Weekly earnings - lower quartile - 20 days,A Primary,604.74
2020-07-19,Weekly earnings - lower quartile - 20 days,B Goods Producing,854.78
2020-07-19,Weekly earnings - lower quartile - 20 days,C Services,595
2020-07-19,Weekly earnings - lower quartile - 20 days,Z No Match,394.11
2020-07-26,Number of paid jobs - 20 days,Total,1930900
2020-07-26,Number of paid jobs - 20 days,A Primary,78930
2020-07-26,Number of paid jobs - 20 days,B Goods Producing,350620
2020-07-26,Number of paid jobs - 20 days,C Services,1454200
2020-07-26,Number of paid jobs - 20 days,Z No Match,47140
2020-07-26,Weekly earnings - median - 20 days,Total,1000
2020-07-26,Weekly earnings - median - 20 days,A Primary,961.54
2020-07-26,Weekly earnings - median - 20 days,B Goods Producing,1120
2020-07-26,Weekly earnings - median - 20 days,C Services,979.21
2020-07-26,Weekly earnings - median - 20 days,Z No Match,587.7
2020-07-26,Weekly earnings - upper quartile - 20 days,Total,1428
2020-07-26,Weekly earnings - upper quartile - 20 days,A Primary,1258.56
2020-07-26,Weekly earnings - upper quartile - 20 days,B Goods Producing,1461.54
2020-07-26,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2020-07-26,Weekly earnings - upper quartile - 20 days,Z No Match,837.72
2020-07-26,Weekly earnings - lower quartile - 20 days,Total,632.5
2020-07-26,Weekly earnings - lower quartile - 20 days,A Primary,655.29
2020-07-26,Weekly earnings - lower quartile - 20 days,B Goods Producing,859.5
2020-07-26,Weekly earnings - lower quartile - 20 days,C Services,587.55
2020-07-26,Weekly earnings - lower quartile - 20 days,Z No Match,280.84
2020-08-02,Number of paid jobs - 20 days,Total,1940960
2020-08-02,Number of paid jobs - 20 days,A Primary,79780
2020-08-02,Number of paid jobs - 20 days,B Goods Producing,350460
2020-08-02,Number of paid jobs - 20 days,C Services,1462320
2020-08-02,Number of paid jobs - 20 days,Z No Match,48400
2020-08-02,Weekly earnings - median - 20 days,Total,1000
2020-08-02,Weekly earnings - median - 20 days,A Primary,974.4
2020-08-02,Weekly earnings - median - 20 days,B Goods Producing,1125
2020-08-02,Weekly earnings - median - 20 days,C Services,980.5
2020-08-02,Weekly earnings - median - 20 days,Z No Match,638.94
2020-08-02,Weekly earnings - upper quartile - 20 days,Total,1432.98
2020-08-02,Weekly earnings - upper quartile - 20 days,A Primary,1273.07
2020-08-02,Weekly earnings - upper quartile - 20 days,B Goods Producing,1464.12
2020-08-02,Weekly earnings - upper quartile - 20 days,C Services,1442.36
2020-08-02,Weekly earnings - upper quartile - 20 days,Z No Match,928.89
2020-08-02,Weekly earnings - lower quartile - 20 days,Total,638.26
2020-08-02,Weekly earnings - lower quartile - 20 days,A Primary,666.51
2020-08-02,Weekly earnings - lower quartile - 20 days,B Goods Producing,864
2020-08-02,Weekly earnings - lower quartile - 20 days,C Services,588.6
2020-08-02,Weekly earnings - lower quartile - 20 days,Z No Match,386
2020-08-09,Number of paid jobs - 20 days,Total,1940940
2020-08-09,Number of paid jobs - 20 days,A Primary,80130
2020-08-09,Number of paid jobs - 20 days,B Goods Producing,351170
2020-08-09,Number of paid jobs - 20 days,C Services,1461980
2020-08-09,Number of paid jobs - 20 days,Z No Match,47660
2020-08-09,Weekly earnings - median - 20 days,Total,1002.31
2020-08-09,Weekly earnings - median - 20 days,A Primary,973.35
2020-08-09,Weekly earnings - median - 20 days,B Goods Producing,1127.68
2020-08-09,Weekly earnings - median - 20 days,C Services,982.5
2020-08-09,Weekly earnings - median - 20 days,Z No Match,635.25
2020-08-09,Weekly earnings - upper quartile - 20 days,Total,1434.5
2020-08-09,Weekly earnings - upper quartile - 20 days,A Primary,1280
2020-08-09,Weekly earnings - upper quartile - 20 days,B Goods Producing,1470.12
2020-08-09,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2020-08-09,Weekly earnings - upper quartile - 20 days,Z No Match,925.24
2020-08-09,Weekly earnings - lower quartile - 20 days,Total,642.6
2020-08-09,Weekly earnings - lower quartile - 20 days,A Primary,661.08
2020-08-09,Weekly earnings - lower quartile - 20 days,B Goods Producing,866
2020-08-09,Weekly earnings - lower quartile - 20 days,C Services,594
2020-08-09,Weekly earnings - lower quartile - 20 days,Z No Match,388.8
2020-08-16,Number of paid jobs - 20 days,Total,1937480
2020-08-16,Number of paid jobs - 20 days,A Primary,80030
2020-08-16,Number of paid jobs - 20 days,B Goods Producing,350070
2020-08-16,Number of paid jobs - 20 days,C Services,1459180
2020-08-16,Number of paid jobs - 20 days,Z No Match,48200
2020-08-16,Weekly earnings - median - 20 days,Total,1003.26
2020-08-16,Weekly earnings - median - 20 days,A Primary,980.38
2020-08-16,Weekly earnings - median - 20 days,B Goods Producing,1122.12
2020-08-16,Weekly earnings - median - 20 days,C Services,985.45
2020-08-16,Weekly earnings - median - 20 days,Z No Match,636.74
2020-08-16,Weekly earnings - upper quartile - 20 days,Total,1438
2020-08-16,Weekly earnings - upper quartile - 20 days,A Primary,1287
2020-08-16,Weekly earnings - upper quartile - 20 days,B Goods Producing,1462.5
2020-08-16,Weekly earnings - upper quartile - 20 days,C Services,1449.5
2020-08-16,Weekly earnings - upper quartile - 20 days,Z No Match,923.86
2020-08-16,Weekly earnings - lower quartile - 20 days,Total,638.53
2020-08-16,Weekly earnings - lower quartile - 20 days,A Primary,659.66
2020-08-16,Weekly earnings - lower quartile - 20 days,B Goods Producing,860.25
2020-08-16,Weekly earnings - lower quartile - 20 days,C Services,591.25
2020-08-16,Weekly earnings - lower quartile - 20 days,Z No Match,389.99
2020-08-23,Number of paid jobs - 20 days,Total,1930370
2020-08-23,Number of paid jobs - 20 days,A Primary,79810
2020-08-23,Number of paid jobs - 20 days,B Goods Producing,348910
2020-08-23,Number of paid jobs - 20 days,C Services,1452840
2020-08-23,Number of paid jobs - 20 days,Z No Match,48810
2020-08-23,Weekly earnings - median - 20 days,Total,1000
2020-08-23,Weekly earnings - median - 20 days,A Primary,969.29
2020-08-23,Weekly earnings - median - 20 days,B Goods Producing,1121
2020-08-23,Weekly earnings - median - 20 days,C Services,980.97
2020-08-23,Weekly earnings - median - 20 days,Z No Match,638.65
2020-08-23,Weekly earnings - upper quartile - 20 days,Total,1434.41
2020-08-23,Weekly earnings - upper quartile - 20 days,A Primary,1276.86
2020-08-23,Weekly earnings - upper quartile - 20 days,B Goods Producing,1460.81
2020-08-23,Weekly earnings - upper quartile - 20 days,C Services,1445
2020-08-23,Weekly earnings - upper quartile - 20 days,Z No Match,924.07
2020-08-23,Weekly earnings - lower quartile - 20 days,Total,634.7
2020-08-23,Weekly earnings - lower quartile - 20 days,A Primary,648.05
2020-08-23,Weekly earnings - lower quartile - 20 days,B Goods Producing,860.85
2020-08-23,Weekly earnings - lower quartile - 20 days,C Services,587.32
2020-08-23,Weekly earnings - lower quartile - 20 days,Z No Match,394.31
2020-08-30,Number of paid jobs - 20 days,Total,1932920
2020-08-30,Number of paid jobs - 20 days,A Primary,79770
2020-08-30,Number of paid jobs - 20 days,B Goods Producing,349970
2020-08-30,Number of paid jobs - 20 days,C Services,1453660
2020-08-30,Number of paid jobs - 20 days,Z No Match,49520
2020-08-30,Weekly earnings - median - 20 days,Total,1000.8
2020-08-30,Weekly earnings - median - 20 days,A Primary,972
2020-08-30,Weekly earnings - median - 20 days,B Goods Producing,1125
2020-08-30,Weekly earnings - median - 20 days,C Services,981.59
2020-08-30,Weekly earnings - median - 20 days,Z No Match,640.57
2020-08-30,Weekly earnings - upper quartile - 20 days,Total,1438
2020-08-30,Weekly earnings - upper quartile - 20 days,A Primary,1281
2020-08-30,Weekly earnings - upper quartile - 20 days,B Goods Producing,1468.57
2020-08-30,Weekly earnings - upper quartile - 20 days,C Services,1447.87
2020-08-30,Weekly earnings - upper quartile - 20 days,Z No Match,928.01
2020-08-30,Weekly earnings - lower quartile - 20 days,Total,635.5
2020-08-30,Weekly earnings - lower quartile - 20 days,A Primary,656.1
2020-08-30,Weekly earnings - lower quartile - 20 days,B Goods Producing,862.5
2020-08-30,Weekly earnings - lower quartile - 20 days,C Services,587.5
2020-08-30,Weekly earnings - lower quartile - 20 days,Z No Match,392.79
2020-09-06,Number of paid jobs - 20 days,Total,1936210
2020-09-06,Number of paid jobs - 20 days,A Primary,80010
2020-09-06,Number of paid jobs - 20 days,B Goods Producing,350790
2020-09-06,Number of paid jobs - 20 days,C Services,1454880
2020-09-06,Number of paid jobs - 20 days,Z No Match,50530
2020-09-06,Weekly earnings - median - 20 days,Total,1004.5
2020-09-06,Weekly earnings - median - 20 days,A Primary,972
2020-09-06,Weekly earnings - median - 20 days,B Goods Producing,1125.75
2020-09-06,Weekly earnings - median - 20 days,C Services,987
2020-09-06,Weekly earnings - median - 20 days,Z No Match,637.5
2020-09-06,Weekly earnings - upper quartile - 20 days,Total,1431.76
2020-09-06,Weekly earnings - upper quartile - 20 days,A Primary,1288
2020-09-06,Weekly earnings - upper quartile - 20 days,B Goods Producing,1470
2020-09-06,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2020-09-06,Weekly earnings - upper quartile - 20 days,Z No Match,925.99
2020-09-06,Weekly earnings - lower quartile - 20 days,Total,645
2020-09-06,Weekly earnings - lower quartile - 20 days,A Primary,648.08
2020-09-06,Weekly earnings - lower quartile - 20 days,B Goods Producing,865
2020-09-06,Weekly earnings - lower quartile - 20 days,C Services,599.95
2020-09-06,Weekly earnings - lower quartile - 20 days,Z No Match,383.57
2020-09-13,Number of paid jobs - 20 days,Total,1928660
2020-09-13,Number of paid jobs - 20 days,A Primary,79160
2020-09-13,Number of paid jobs - 20 days,B Goods Producing,350670
2020-09-13,Number of paid jobs - 20 days,C Services,1450190
2020-09-13,Number of paid jobs - 20 days,Z No Match,48630
2020-09-13,Weekly earnings - median - 20 days,Total,1009.62
2020-09-13,Weekly earnings - median - 20 days,A Primary,970.36
2020-09-13,Weekly earnings - median - 20 days,B Goods Producing,1133.58
2020-09-13,Weekly earnings - median - 20 days,C Services,991.78
2020-09-13,Weekly earnings - median - 20 days,Z No Match,635.54
2020-09-13,Weekly earnings - upper quartile - 20 days,Total,1440.71
2020-09-13,Weekly earnings - upper quartile - 20 days,A Primary,1292.58
2020-09-13,Weekly earnings - upper quartile - 20 days,B Goods Producing,1479.51
2020-09-13,Weekly earnings - upper quartile - 20 days,C Services,1447.96
2020-09-13,Weekly earnings - upper quartile - 20 days,Z No Match,923.32
2020-09-13,Weekly earnings - lower quartile - 20 days,Total,650
2020-09-13,Weekly earnings - lower quartile - 20 days,A Primary,634.62
2020-09-13,Weekly earnings - lower quartile - 20 days,B Goods Producing,870
2020-09-13,Weekly earnings - lower quartile - 20 days,C Services,600
2020-09-13,Weekly earnings - lower quartile - 20 days,Z No Match,389.61
2020-09-20,Number of paid jobs - 20 days,Total,1933110
2020-09-20,Number of paid jobs - 20 days,A Primary,78260
2020-09-20,Number of paid jobs - 20 days,B Goods Producing,350730
2020-09-20,Number of paid jobs - 20 days,C Services,1455510
2020-09-20,Number of paid jobs - 20 days,Z No Match,48600
2020-09-20,Weekly earnings - median - 20 days,Total,1009.36
2020-09-20,Weekly earnings - median - 20 days,A Primary,961.54
2020-09-20,Weekly earnings - median - 20 days,B Goods Producing,1135.06
2020-09-20,Weekly earnings - median - 20 days,C Services,994.13
2020-09-20,Weekly earnings - median - 20 days,Z No Match,604.8
2020-09-20,Weekly earnings - upper quartile - 20 days,Total,1440.75
2020-09-20,Weekly earnings - upper quartile - 20 days,A Primary,1278.14
2020-09-20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1477.01
2020-09-20,Weekly earnings - upper quartile - 20 days,C Services,1451.39
2020-09-20,Weekly earnings - upper quartile - 20 days,Z No Match,852.75
2020-09-20,Weekly earnings - lower quartile - 20 days,Total,647.5
2020-09-20,Weekly earnings - lower quartile - 20 days,A Primary,615.38
2020-09-20,Weekly earnings - lower quartile - 20 days,B Goods Producing,873
2020-09-20,Weekly earnings - lower quartile - 20 days,C Services,604.01
2020-09-20,Weekly earnings - lower quartile - 20 days,Z No Match,345.6
2020-09-27,Number of paid jobs - 20 days,Total,1942840
2020-09-27,Number of paid jobs - 20 days,A Primary,77900
2020-09-27,Number of paid jobs - 20 days,B Goods Producing,351700
2020-09-27,Number of paid jobs - 20 days,C Services,1464130
2020-09-27,Number of paid jobs - 20 days,Z No Match,49110
2020-09-27,Weekly earnings - median - 20 days,Total,1009.35
2020-09-27,Weekly earnings - median - 20 days,A Primary,968.14
2020-09-27,Weekly earnings - median - 20 days,B Goods Producing,1139.25
2020-09-27,Weekly earnings - median - 20 days,C Services,992.31
2020-09-27,Weekly earnings - median - 20 days,Z No Match,530.74
2020-09-27,Weekly earnings - upper quartile - 20 days,Total,1442.31
2020-09-27,Weekly earnings - upper quartile - 20 days,A Primary,1296
2020-09-27,Weekly earnings - upper quartile - 20 days,B Goods Producing,1480
2020-09-27,Weekly earnings - upper quartile - 20 days,C Services,1452.85
2020-09-27,Weekly earnings - upper quartile - 20 days,Z No Match,819.11
2020-09-27,Weekly earnings - lower quartile - 20 days,Total,636.71
